Register,Source,Register,Size,Type,Start,End
R29,R29,64,8,0,63
EIP,EIP,32,3,0,31
R0,R0,64,1,0,63
R1,R1,64,1,0,63
R2,R2,64,1,0,63
R3,R3,64,1,0,63
R4,R4,64,1,0,63
R5,R5,64,1,0,63
R6,R6,64,1,0,63
R7,R7,64,1,0,63
R8,R8,64,1,0,63
R9,R9,64,1,0,63
R10,R10,64,1,0,63
$ZERO,$ZERO,64,1,0,63
$AT,$AT,64,1,0,63
$V0,$V0,64,1,0,63
$V1,$V1,64,1,0,63
$A0,$A0,64,1,0,63
$A1,$A1,64,1,0,63
$A2,$A2,64,1,0,63
$A3,$A3,64,1,0,63
$T0,$T0,64,1,0,63
$T1,$T1,64,1,0,63
$T2,$T2,64,1,0,63
HI,HI,64,1,0,63
LO,LO,64,1,0,63
